date,state,prison_name,prison_population,male_prisoners,female_prisoners,young_prisoners,middle_prisoners,old_prisoners,drug_crimes,violent_crimes,property_crimes,other_crimes
2020-10-31,Melaka,Ayer Keroh Prison,329,308,21,164,139,26,175,44,46,64
2020-10-31,Melaka,Sungai Udang Prison,296,277,19,148,125,23,158,39,42,57
2020-10-31,Melaka,Banda Hilir Prison,392,367,25,196,166,30,209,52,55,76
2020-10-31,Negeri Sembilan,Seremban Prison,398,373,25,199,168,31,212,53,56,77
2020-10-31,Negeri Sembilan,Jelebu Prison,364,341,23,182,154,28,194,48,51,71
2020-10-31,Kelantan,Pengkalan Chepa Prison,254,238,16,127,107,20,135,34,36,49
2020-10-31,Terengganu,Marang Prison,254,238,16,127,107,20,135,34,36,49
2020-11-30,Selangor,Sungai Buloh Prison,8547,7925,622,3936,3375,1236,5090,1191,1263,1003
2020-11-30,Selangor,Kajang Prison,3561,3302,259,1640,1406,515,2120,496,526,419
2020-11-30,Selangor,Kajang Women's Prison,2138,0,2138,984,844,310,1273,297,316,252
2020-11-30,Sarawak,Puncak Borneo Prison,1419,1315,104,653,560,206,845,197,209,168
2020-11-30,Sarawak,Sibu Prison,969,898,71,446,382,141,577,135,143,114
2020-11-30,Sarawak,Miri Prison,2071,1920,151,953,817,301,1233,288,306,244
2020-11-30,Sarawak,Bintulu Prison,1457,1351,106,671,575,211,867,203,215,172
2020-11-30,Sarawak,Sri Aman Prison,2049,1900,149,943,809,297,1220,285,302,242
2020-11-30,Sarawak,Limbang Prison,1193,1106,87,549,471,173,710,166,176,141
2020-11-30,Johor,Simpang Renggam Prison,3819,3541,278,1759,1508,552,2274,532,564,449
2020-11-30,Johor,Kluang Prison,4321,4006,315,1990,1706,625,2573,602,638,508
2020-11-30,Sabah,Kota Kinabalu Prison,1617,1499,118,744,638,235,963,225,239,190
2020-11-30,Sabah,Kota Kinabalu Women's Prison,1422,0,1422,654,561,207,846,198,210,168
2020-11-30,Sabah,Tawau Prison,2383,2209,174,1097,941,345,1419,332,352,280
2020-11-30,Sabah,Sandakan Prison,683,633,50,314,269,100,406,95,100,82
2020-11-30,Perak,Taiping Prison,2035,1887,148,937,803,295,1211,283,300,241
2020-11-30,Perak,Tapah Prison,1424,1320,104,655,562,207,848,198,210,168
2020-11-30,Perak,Kamunting Detention Centre,611,566,45,281,241,89,363,85,90,73
2020-11-30,Kedah,Pokok Sena Prison,973,902,71,448,384,141,579,135,143,116
2020-11-30,Kedah,Sungai Petani Prison,1079,1000,79,496,426,157,642,150,159,128
2020-11-30,Kedah,Alor Star Prison,1000,927,73,460,394,146,595,139,147,119
2020-11-30,Pahang,Bentong Prison,1282,1188,94,590,506,186,763,178,189,152
2020-11-30,Pahang,Penor Prison,1262,1170,92,581,498,183,751,175,186,150
2020-11-30,Penang,Penang Prison,820,760,60,377,323,120,488,114,121,97
2020-11-30,Penang,Seberang Prai Prison,706,654,52,325,278,103,420,98,104,84
2020-11-30,Melaka,Ayer Keroh Prison,329,305,24,151,129,49,195,45,48,41
2020-11-30,Melaka,Sungai Udang Prison,287,266,21,132,113,42,170,39,42,36
2020-11-30,Melaka,Banda Hilir Prison,401,371,30,184,158,59,238,55,59,49
2020-11-30,Negeri Sembilan,Seremban Prison,449,416,33,206,177,66,267,62,66,54
2020-11-30,Negeri Sembilan,Jelebu Prison,314,291,23,144,123,47,187,43,46,38
2020-11-30,Kelantan,Pengkalan Chepa Prison,254,235,19,116,100,38,151,35,37,31
2020-11-30,Terengganu,Marang Prison,254,235,19,116,100,38,151,35,37,31
2020-12-31,Selangor,Sungai Buloh Prison,8524,7964,560,4063,3367,1094,5014,1219,1209,1082
2020-12-31,Selangor,Kajang Prison,3552,3318,234,1693,1403,456,2089,508,504,451
2020-12-31,Selangor,Kajang Women's Prison,2132,0,2132,1016,842,274,1254,305,302,271
2020-12-31,Sarawak,Puncak Borneo Prison,838,782,56,399,331,108,493,119,118,108
2020-12-31,Sarawak,Sibu Prison,1829,1708,121,871,722,236,1076,261,259,233
2020-12-31,Sarawak,Miri Prison,1905,1779,126,908,752,245,1120,272,270,243
2020-12-31,Sarawak,Bintulu Prison,1859,1736,123,886,734,239,1093,266,263,237
2020-12-31,Sarawak,Sri Aman Prison,1753,1637,116,835,692,226,1031,250,248,224
2020-12-31,Sarawak,Limbang Prison,950,887,63,452,375,123,558,135,134,123
2020-12-31,Johor,Simpang Renggam Prison,4510,4213,297,2150,1781,579,2653,645,639,573
2020-12-31,Johor,Kluang Prison,3609,3372,237,1720,1425,464,2123,516,512,458
2020-12-31,Sabah,Kota Kinabalu Prison,1392,1300,92,663,549,180,818,199,197,178
2020-12-31,Sabah,Kota Kinabalu Women's Prison,1535,0,1535,731,606,198,903,219,217,196
2020-12-31,Sabah,Tawau Prison,1561,1458,103,744,616,201,918,223,221,199
2020-12-31,Sabah,Sandakan Prison,1601,1495,106,763,632,206,941,229,227,204
2020-12-31,Perak,Taiping Prison,2029,1895,134,967,801,261,1193,290,287,259
2020-12-31,Perak,Tapah Prison,1420,1326,94,676,560,184,835,203,201,181
2020-12-31,Perak,Kamunting Detention Centre,610,569,41,290,240,80,358,87,86,79
2020-12-31,Kedah,Pokok Sena Prison,1113,1039,74,530,439,144,654,159,157,143
2020-12-31,Kedah,Sungai Petani Prison,948,885,63,451,374,123,557,135,134,122
2020-12-31,Kedah,Alor Star Prison,983,918,65,468,388,127,578,140,139,126
2020-12-31,Pahang,Bentong Prison,1176,1098,78,560,464,152,691,168,166,151
2020-12-31,Pahang,Penor Prison,1361,1271,90,648,537,176,800,194,193,174
2020-12-31,Penang,Penang Prison,818,764,54,389,323,106,481,117,116,104
2020-12-31,Penang,Seberang Prai Prison,704,657,47,335,278,91,414,100,99,91
2020-12-31,Melaka,Ayer Keroh Prison,367,342,25,174,144,49,215,52,52,48
2020-12-31,Melaka,Sungai Udang Prison,348,325,23,165,137,46,204,49,49,46
2020-12-31,Melaka,Banda Hilir Prison,299,279,20,142,118,39,175,42,42,40
2020-12-31,Negeri Sembilan,Seremban Prison,368,343,25,175,145,48,216,52,52,48
2020-12-31,Negeri Sembilan,Jelebu Prison,393,367,26,187,155,51,231,56,55,51
2020-12-31,Kelantan,Pengkalan Chepa Prison,253,236,17,120,99,34,148,36,35,34
2020-12-31,Terengganu,Marang Prison,253,236,17,120,99,34,148,36,35,34
2021-01-31,Selangor,Sungai Buloh Prison,8727,8082,645,4313,3549,865,5028,1599,1187,913
2021-01-31,Selangor,Kajang Prison,3636,3367,269,1797,1478,361,2094,666,494,382
2021-01-31,Selangor,Kajang Women's Prison,2183,0,2183,1079,887,217,1257,400,297,229
2021-01-31,Sarawak,Puncak Borneo Prison,1355,1254,101,669,551,135,780,248,184,143
2021-01-31,Sarawak,Sibu Prison,2257,2090,167,1115,918,224,1300,413,307,237
2021-01-31,Sarawak,Miri Prison,1596,1478,118,788,649,159,919,292,217,168
2021-01-31,Sarawak,Bintulu Prison,1494,1383,111,738,607,149,860,273,203,158
2021-01-31,Sarawak,Sri Aman Prison,1791,1658,133,885,728,178,1031,328,243,189
2021-01-31,Sarawak,Limbang Prison,858,794,64,424,348,86,494,157,116,91
2021-01-31,Johor,Simpang Renggam Prison,4287,3970,317,2119,1743,425,2469,785,583,450
2021-01-31,Johor,Kluang Prison,4025,3727,298,1989,1637,399,2319,737,547,422
2021-01-31,Sabah,Kota Kinabalu Prison,1657,1534,123,819,673,165,954,303,225,175
2021-01-31,Sabah,Kota Kinabalu Women's Prison,1334,0,1334,659,542,133,768,244,181,141
2021-01-31,Sabah,Tawau Prison,1678,1553,125,829,682,167,966,307,228,177
2021-01-31,Sabah,Sandakan Prison,1565,1449,116,773,636,156,901,286,213,165
2021-01-31,Perak,Taiping Prison,2078,1924,154,1027,845,206,1197,380,282,219
2021-01-31,Perak,Tapah Prison,1454,1346,108,718,591,145,837,266,197,154
2021-01-31,Perak,Kamunting Detention Centre,624,577,47,308,253,63,359,114,84,67
2021-01-31,Kedah,Pokok Sena Prison,1124,1040,84,555,457,112,647,206,152,119
2021-01-31,Kedah,Sungai Petani Prison,1037,960,77,512,421,104,597,190,141,109
2021-01-31,Kedah,Alor Star Prison,956,885,71,472,388,96,550,175,130,101
2021-01-31,Pahang,Bentong Prison,1168,1081,87,577,475,116,672,214,158,124
2021-01-31,Pahang,Penor Prison,1429,1323,106,706,581,142,823,261,194,151
2021-01-31,Penang,Penang Prison,711,658,53,351,289,71,409,130,96,76
2021-01-31,Penang,Seberang Prai Prison,847,784,63,418,344,85,487,155,115,90
2021-01-31,Melaka,Ayer Keroh Prison,369,341,28,182,150,37,212,67,50,40
2021-01-31,Melaka,Sungai Udang Prison,401,371,30,198,163,40,231,73,54,43
2021-01-31,Melaka,Banda Hilir Prison,269,249,20,132,109,28,154,49,36,30
2021-01-31,Negeri Sembilan,Seremban Prison,392,363,29,193,159,40,225,71,53,43
2021-01-31,Negeri Sembilan,Jelebu Prison,387,358,29,191,157,39,222,70,52,43
2021-01-31,Kelantan,Pengkalan Chepa Prison,259,239,20,128,105,26,149,47,35,28
2021-01-31,Terengganu,Marang Prison,259,239,20,128,105,26,149,47,35,28
2021-02-28,Selangor,Sungai Buloh Prison,8872,8316,556,4378,3504,990,5033,1646,1225,968
2021-02-28,Selangor,Kajang Prison,3697,3465,232,1824,1460,413,2097,685,510,405
2021-02-28,Selangor,Kajang Women's Prison,2219,0,2219,1095,876,248,1258,411,306,244
2021-02-28,Sarawak,Puncak Borneo Prison,1744,1634,110,860,688,196,989,323,240,192
2021-02-28,Sarawak,Sibu Prison,1982,1857,125,978,782,222,1124,367,273,218
2021-02-28,Sarawak,Miri Prison,1086,1018,68,535,428,123,616,201,150,119
2021-02-28,Sarawak,Bintulu Prison,1175,1101,74,579,464,132,666,218,162,129
2021-02-28,Sarawak,Sri Aman Prison,2062,1932,130,1017,814,231,1169,382,284,227
2021-02-28,Sarawak,Limbang Prison,1457,1365,92,719,575,163,826,270,201,160
2021-02-28,Johor,Simpang Renggam Prison,4516,4233,283,2228,1783,505,2562,837,624,493
2021-02-28,Johor,Kluang Prison,3934,3687,247,1941,1553,440,2231,729,543,431
2021-02-28,Sabah,Kota Kinabalu Prison,1649,1545,104,813,651,185,935,305,227,182
2021-02-28,Sabah,Kota Kinabalu Women's Prison,869,0,869,428,343,98,493,161,120,95
2021-02-28,Sabah,Tawau Prison,1828,1713,115,902,722,204,1037,339,252,200
2021-02-28,Sabah,Sandakan Prison,1991,1866,125,982,786,223,1129,369,275,218
2021-02-28,Perak,Taiping Prison,2112,1979,133,1042,834,236,1198,391,291,232
2021-02-28,Perak,Tapah Prison,1478,1385,93,729,583,166,838,274,204,162
2021-02-28,Perak,Kamunting Detention Centre,635,595,40,313,250,72,360,117,87,71
2021-02-28,Kedah,Pokok Sena Prison,932,873,59,459,368,105,528,172,128,104
2021-02-28,Kedah,Sungai Petani Prison,1345,1260,85,663,531,151,763,249,185,148
2021-02-28,Kedah,Alor Star Prison,891,835,56,439,351,101,505,165,123,98
2021-02-28,Pahang,Bentong Prison,1378,1291,87,680,544,154,781,255,190,152
2021-02-28,Pahang,Penor Prison,1262,1183,79,622,498,142,715,234,174,139
2021-02-28,Penang,Penang Prison,852,798,54,420,336,96,483,158,117,94
2021-02-28,Penang,Seberang Prai Prison,732,686,46,361,289,82,415,135,101,81
2021-02-28,Melaka,Ayer Keroh Prison,423,396,27,208,167,48,239,78,58,48
2021-02-28,Melaka,Sungai Udang Prison,307,287,20,151,121,35,174,56,42,35
2021-02-28,Melaka,Banda Hilir Prison,326,305,21,160,128,38,184,60,45,37
2021-02-28,Negeri Sembilan,Seremban Prison,420,393,27,207,165,48,238,77,58,47
2021-02-28,Negeri Sembilan,Jelebu Prison,372,348,24,183,146,43,211,69,51,41
2021-02-28,Kelantan,Pengkalan Chepa Prison,264,247,17,130,104,30,149,48,36,31
2021-02-28,Terengganu,Marang Prison,264,247,17,130,104,30,149,48,36,31
2021-03-31,Selangor,Sungai Buloh Prison,9168,8627,541,4280,3512,1376,5281,1112,1363,1412
2021-03-31,Selangor,Kajang Prison,3820,3594,226,1783,1463,574,2200,463,568,589
2021-03-31,Selangor,Kajang Women's Prison,2293,0,2293,1070,878,345,1320,278,341,354
2021-03-31,Sarawak,Puncak Borneo Prison,1003,943,60,468,384,151,577,121,149,156
2021-03-31,Sarawak,Sibu Prison,2080,1957,123,971,796,313,1198,252,309,321
2021-03-31,Sarawak,Miri Prison,977,919,58,456,374,147,562,118,145,152
2021-03-31,Sarawak,Bintulu Prison,1649,1551,98,769,631,249,949,200,245,255
2021-03-31,Sarawak,Sri Aman Prison,1829,1721,108,854,700,275,1053,221,272,283
2021-03-31,Sarawak,Limbang Prison,2285,2150,135,1066,875,344,1316,277,339,353
2021-03-31,Johor,Simpang Renggam Prison,4716,4437,279,2202,1806,708,2716,572,701,727
2021-03-31,Johor,Kluang Prison,4016,3779,237,1875,1538,603,2313,487,597,619
2021-03-31,Sabah,Kota Kinabalu Prison,1564,1471,93,730,599,235,900,189,232,243
2021-03-31,Sabah,Kota Kinabalu Women's Prison,1606,0,1606,749,615,242,925,194,238,249
2021-03-31,Sabah,Tawau Prison,1645,1548,97,768,630,247,947,199,244,255
2021-03-31,Sabah,Sandakan Prison,1734,1631,103,809,664,261,998,210,257,269
2021-03-31,Perak,Taiping Prison,2183,2054,129,1019,836,328,1257,264,324,338
2021-03-31,Perak,Tapah Prison,1528,1437,91,713,585,230,880,185,227,236
2021-03-31,Perak,Kamunting Detention Centre,655,616,39,305,250,100,377,79,97,102
2021-03-31,Kedah,Pokok Sena Prison,1093,1028,65,510,418,165,629,132,162,170
2021-03-31,Kedah,Sungai Petani Prison,1207,1135,72,563,462,182,695,146,179,187
2021-03-31,Kedah,Alor Star Prison,974,916,58,454,373,147,561,118,144,151
2021-03-31,Pahang,Bentong Prison,1230,1157,73,574,471,185,708,149,182,191
2021-03-31,Pahang,Penor Prison,1498,1409,89,699,573,226,862,181,222,233
2021-03-31,Penang,Penang Prison,777,731,46,362,297,118,447,94,115,121
2021-03-31,Penang,Seberang Prai Prison,860,809,51,401,329,130,495,104,127,134
2021-03-31,Melaka,Ayer Keroh Prison,351,330,21,163,134,54,202,42,52,55
2021-03-31,Melaka,Sungai Udang Prison,361,339,22,168,138,55,207,43,53,58
2021-03-31,Melaka,Banda Hilir Prison,379,356,23,176,145,58,218,45,56,60
2021-03-31,Negeri Sembilan,Seremban Prison,390,367,23,182,149,59,224,47,58,61
2021-03-31,Negeri Sembilan,Jelebu Prison,428,402,26,199,163,66,246,51,63,68
2021-03-31,Kelantan,Pengkalan Chepa Prison,272,255,17,127,104,41,156,32,40,44
2021-03-31,Terengganu,Marang Prison,272,255,17,127,104,41,156,32,40,44
2021-04-30,Selangor,Sungai Buloh Prison,9044,8457,587,4403,3471,1170,5188,1493,1225,1138
2021-04-30,Selangor,Kajang Prison,3768,3523,245,1834,1446,488,2161,622,510,475
2021-04-30,Selangor,Kajang Women's Prison,2262,0,2262,1101,868,293,1297,373,306,286
2021-04-30,Sarawak,Puncak Borneo Prison,1039,971,68,505,398,136,596,171,140,132
2021-04-30,Sarawak,Sibu Prison,1989,1859,130,968,763,258,1141,328,269,251
2021-04-30,Sarawak,Miri Prison,1443,1349,94,702,553,188,827,238,195,183
2021-04-30,Sarawak,Bintulu Prison,1475,1379,96,718,566,191,846,243,199,187
2021-04-30,Sarawak,Sri Aman Prison,1927,1802,125,938,739,250,1105,318,261,243
2021-04-30,Sarawak,Limbang Prison,1817,1699,118,884,697,236,1042,300,246,229
2021-04-30,Johor,Simpang Renggam Prison,4818,4505,313,2346,1849,623,2764,795,653,606
2021-04-30,Johor,Kluang Prison,3795,3548,247,1847,1456,492,2177,626,514,478
2021-04-30,Sabah,Kota Kinabalu Prison,1232,1152,80,599,472,161,706,203,167,156
2021-04-30,Sabah,Kota Kinabalu Women's Prison,1997,0,1997,972,766,259,1145,329,270,253
2021-04-30,Sabah,Tawau Prison,1874,1752,122,912,719,243,1075,309,254,236
2021-04-30,Sabah,Sandakan Prison,1357,1268,89,660,520,177,778,224,183,172
2021-04-30,Perak,Taiping Prison,2153,2013,140,1048,826,279,1235,355,291,272
2021-04-30,Perak,Tapah Prison,1507,1409,98,733,578,196,864,248,204,191
2021-04-30,Perak,Kamunting Detention Centre,646,604,42,314,247,85,370,106,87,83
2021-04-30,Kedah,Pokok Sena Prison,908,849,59,442,348,118,520,149,123,116
2021-04-30,Kedah,Sungai Petani Prison,937,876,61,456,359,122,537,154,127,119
2021-04-30,Kedah,Alor Star Prison,1385,1295,90,674,531,180,794,228,187,176
2021-04-30,Pahang,Bentong Prison,1316,1230,86,640,505,171,755,217,178,166
2021-04-30,Pahang,Penor Prison,1375,1285,90,669,527,179,788,227,186,174
2021-04-30,Penang,Penang Prison,717,670,47,349,275,93,411,118,97,91
2021-04-30,Penang,Seberang Prai Prison,898,839,59,437,344,117,515,148,121,114
2021-04-30,Melaka,Ayer Keroh Prison,291,272,19,141,111,39,166,48,39,38
2021-04-30,Melaka,Sungai Udang Prison,358,334,24,174,137,47,205,59,48,46
2021-04-30,Melaka,Banda Hilir Prison,427,399,28,207,163,57,244,70,57,56
2021-04-30,Negeri Sembilan,Seremban Prison,410,383,27,199,157,54,235,67,55,53
2021-04-30,Negeri Sembilan,Jelebu Prison,397,371,26,193,152,52,227,65,53,52
2021-04-30,Kelantan,Pengkalan Chepa Prison,269,251,18,130,103,36,154,44,36,35
2021-04-30,Terengganu,Marang Prison,269,251,18,130,103,36,154,44,36,35
2021-05-31,Selangor,Sungai Buloh Prison,9139,8413,726,4635,3894,610,5087,1480,961,1611
2021-05-31,Selangor,Kajang Prison,3808,3505,303,1931,1622,255,2119,616,400,673
2021-05-31,Selangor,Kajang Women's Prison,2286,0,2286,1159,974,153,1272,370,240,404
2021-05-31,Sarawak,Puncak Borneo Prison,993,914,79,503,423,67,552,160,104,177
2021-05-31,Sarawak,Sibu Prison,1803,1659,144,914,768,121,1003,292,189,319
2021-05-31,Sarawak,Miri Prison,1335,1229,106,677,568,90,743,216,140,236
2021-05-31,Sarawak,Bintulu Prison,1695,1560,135,859,722,114,943,274,178,300
2021-05-31,Sarawak,Sri Aman Prison,2268,2087,181,1150,966,152,1262,367,238,401
2021-05-31,Sarawak,Limbang Prison,1698,1563,135,861,723,114,945,275,178,300
2021-05-31,Johor,Simpang Renggam Prison,4399,4049,350,2231,1874,294,2448,712,462,777
2021-05-31,Johor,Kluang Prison,4305,3963,342,2183,1834,288,2396,697,452,760
2021-05-31,Sabah,Kota Kinabalu Prison,1536,1414,122,779,654,103,855,248,161,272
2021-05-31,Sabah,Kota Kinabalu Women's Prison,1327,0,1327,673,565,89,738,214,139,236
2021-05-31,Sabah,Tawau Prison,1758,1618,140,891,749,118,978,284,184,312
2021-05-31,Sabah,Sandakan Prison,1907,1755,152,967,812,128,1061,308,200,338
2021-05-31,Perak,Taiping Prison,2176,2003,173,1103,927,146,1211,352,228,385
2021-05-31,Perak,Tapah Prison,1523,1402,121,772,649,102,847,246,160,270
2021-05-31,Perak,Kamunting Detention Centre,653,601,52,331,278,44,363,105,68,117
2021-05-31,Kedah,Pokok Sena Prison,1048,964,84,531,446,71,583,169,110,186
2021-05-31,Kedah,Sungai Petani Prison,854,786,68,433,363,58,475,138,89,152
2021-05-31,Kedah,Alor Star Prison,1362,1253,109,690,580,92,758,220,143,241
2021-05-31,Pahang,Bentong Prison,1261,1160,101,639,537,85,702,204,132,223
2021-05-31,Pahang,Penor Prison,1459,1343,116,740,621,98,812,236,153,258
2021-05-31,Penang,Penang Prison,874,804,70,443,372,59,486,141,91,156
2021-05-31,Penang,Seberang Prai Prison,758,697,61,384,323,51,421,122,79,136
2021-05-31,Melaka,Ayer Keroh Prison,303,278,25,153,129,21,168,49,31,55
2021-05-31,Melaka,Sungai Udang Prison,392,360,32,198,167,27,218,63,41,70
2021-05-31,Melaka,Banda Hilir Prison,393,361,32,199,167,27,218,63,41,71
2021-05-31,Negeri Sembilan,Seremban Prison,392,360,32,198,167,27,218,63,41,70
2021-05-31,Negeri Sembilan,Jelebu Prison,424,390,34,215,180,29,236,68,44,76
2021-05-31,Kelantan,Pengkalan Chepa Prison,272,250,22,137,115,20,151,44,28,49
2021-05-31,Terengganu,Marang Prison,272,250,22,137,115,20,151,44,28,49
2021-06-30,Selangor,Sungai Buloh Prison,8952,8338,614,4125,3682,1145,5066,1453,1304,1129
2021-06-30,Selangor,Kajang Prison,3730,3474,256,1719,1534,477,2111,605,543,471
2021-06-30,Selangor,Kajang Women's Prison,2239,0,2239,1031,921,287,1267,363,326,283
2021-06-30,Sarawak,Puncak Borneo Prison,1490,1387,103,686,612,192,843,242,217,188
2021-06-30,Sarawak,Sibu Prison,2025,1886,139,933,833,259,1146,328,295,256
2021-06-30,Sarawak,Miri Prison,1923,1791,132,886,791,246,1088,312,280,243
2021-06-30,Sarawak,Bintulu Prison,1874,1745,129,863,770,241,1060,304,273,237
2021-06-30,Sarawak,Sri Aman Prison,1172,1091,81,540,482,150,663,190,170,149
2021-06-30,Sarawak,Limbang Prison,1108,1032,76,510,455,143,627,179,161,141
2021-06-30,Johor,Simpang Renggam Prison,4426,4122,304,2039,1820,567,2505,718,645,558
2021-06-30,Johor,Kluang Prison,4100,3818,282,1889,1686,525,2320,665,597,518
2021-06-30,Sabah,Kota Kinabalu Prison,1724,1605,119,794,709,221,975,280,251,218
2021-06-30,Sabah,Kota Kinabalu Women's Prison,1176,0,1176,541,483,152,665,191,171,149
2021-06-30,Sabah,Tawau Prison,1483,1381,102,683,610,190,839,240,216,188
2021-06-30,Sabah,Sandakan Prison,2011,1873,138,926,827,258,1138,326,293,254
2021-06-30,Perak,Taiping Prison,2131,1984,147,982,876,273,1206,346,310,269
2021-06-30,Perak,Tapah Prison,1492,1389,103,687,613,192,844,242,217,189
2021-06-30,Perak,Kamunting Detention Centre,640,596,44,294,263,83,362,103,93,82
2021-06-30,Kedah,Pokok Sena Prison,1288,1199,89,593,529,166,729,209,187,163
2021-06-30,Kedah,Sungai Petani Prison,845,787,58,389,347,109,478,137,123,107
2021-06-30,Kedah,Alor Star Prison,1064,991,73,490,437,137,602,172,155,135
2021-06-30,Pahang,Bentong Prison,1241,1155,86,571,510,160,702,201,180,158
2021-06-30,Pahang,Penor Prison,1423,1325,98,655,585,183,805,231,207,180
2021-06-30,Penang,Penang Prison,717,667,50,330,294,93,405,116,104,92
2021-06-30,Penang,Seberang Prai Prison,881,820,61,406,362,113,498,143,128,112
2021-06-30,Melaka,Ayer Keroh Prison,394,366,28,181,162,51,223,63,57,51
2021-06-30,Melaka,Sungai Udang Prison,330,307,23,152,135,43,186,53,48,43
2021-06-30,Melaka,Banda Hilir Prison,341,317,24,157,140,44,193,55,49,44
2021-06-30,Negeri Sembilan,Seremban Prison,401,373,28,184,164,53,226,65,58,52
2021-06-30,Negeri Sembilan,Jelebu Prison,398,370,28,183,163,52,225,64,58,51
2021-06-30,Kelantan,Pengkalan Chepa Prison,266,247,19,122,109,35,150,43,38,35
2021-06-30,Terengganu,Marang Prison,266,247,19,122,109,35,150,43,38,35
2021-07-31,Selangor,Sungai Buloh Prison,8939,8384,555,4403,3396,1140,5077,1345,1359,1158
2021-07-31,Selangor,Kajang Prison,3724,3493,231,1834,1414,476,2115,560,566,483
2021-07-31,Selangor,Kajang Women's Prison,2236,0,2236,1101,849,286,1270,336,339,291
2021-07-31,Sarawak,Puncak Borneo Prison,1067,1000,67,525,405,137,606,160,162,139
2021-07-31,Sarawak,Sibu Prison,1067,1000,67,525,405,137,606,160,162,139
2021-07-31,Sarawak,Miri Prison,1299,1218,81,639,493,167,737,195,197,170
2021-07-31,Sarawak,Bintulu Prison,1374,1288,86,676,522,176,780,206,208,180
2021-07-31,Sarawak,Sri Aman Prison,2457,2304,153,1210,933,314,1395,369,373,320
2021-07-31,Sarawak,Limbang Prison,2313,2169,144,1139,878,296,1313,348,351,301
2021-07-31,Johor,Simpang Renggam Prison,4373,4101,272,2154,1661,558,2483,658,664,568
2021-07-31,Johor,Kluang Prison,4140,3883,257,2039,1572,529,2351,623,629,537
2021-07-31,Sabah,Kota Kinabalu Prison,1515,1421,94,746,575,194,860,228,230,197
2021-07-31,Sabah,Kota Kinabalu Women's Prison,1559,0,1559,767,592,200,885,234,237,203
2021-07-31,Sabah,Tawau Prison,1280,1200,80,630,486,164,727,192,194,167
2021-07-31,Sabah,Sandakan Prison,2031,1905,126,1000,771,260,1153,305,308,265
2021-07-31,Perak,Taiping Prison,2128,1996,132,1048,808,272,1208,320,323,277
2021-07-31,Perak,Tapah Prison,1489,1396,93,733,565,191,845,224,226,194
2021-07-31,Perak,Kamunting Detention Centre,639,599,40,314,242,83,362,96,97,84
2021-07-31,Kedah,Pokok Sena Prison,1020,956,64,502,387,131,579,153,155,133
2021-07-31,Kedah,Sungai Petani Prison,951,892,59,468,361,122,540,143,144,124
2021-07-31,Kedah,Alor Star Prison,1221,1145,76,601,463,157,693,183,185,160
2021-07-31,Pahang,Bentong Prison,1337,1254,83,658,507,172,759,201,203,174
2021-07-31,Pahang,Penor Prison,1323,1240,83,651,502,170,751,199,201,172
2021-07-31,Penang,Penang Prison,766,718,48,377,291,98,435,115,116,100
2021-07-31,Penang,Seberang Prai Prison,830,778,52,408,315,107,471,124,126,109
2021-07-31,Melaka,Ayer Keroh Prison,319,299,20,157,121,41,181,48,48,42
2021-07-31,Melaka,Sungai Udang Prison,396,371,25,195,150,51,224,59,60,53
2021-07-31,Melaka,Banda Hilir Prison,349,327,22,171,132,46,198,52,53,46
2021-07-31,Negeri Sembilan,Seremban Prison,409,383,26,201,155,53,232,61,62,54
2021-07-31,Negeri Sembilan,Jelebu Prison,389,364,25,191,147,51,220,58,59,52
2021-07-31,Kelantan,Pengkalan Chepa Prison,266,249,17,131,101,34,151,40,40,35
2021-07-31,Terengganu,Marang Prison,266,249,17,131,101,34,151,40,40,35
2021-08-31,Selangor,Sungai Buloh Prison,8801,8224,577,4031,3516,1254,5010,1184,1278,1329
2021-08-31,Selangor,Kajang Prison,3667,3426,241,1679,1465,523,2087,493,532,555
2021-08-31,Selangor,Kajang Women's Prison,2201,0,2201,1008,879,314,1253,296,319,333
2021-08-31,Sarawak,Puncak Borneo Prison,1404,1312,92,643,560,201,799,188,204,213
2021-08-31,Sarawak,Sibu Prison,1653,1544,109,757,660,236,941,222,240,250
2021-08-31,Sarawak,Miri Prison,1901,1776,125,870,759,272,1082,255,276,288
2021-08-31,Sarawak,Bintulu Prison,1880,1756,124,861,751,268,1070,253,273,284
2021-08-31,Sarawak,Sri Aman Prison,1234,1153,81,565,493,176,702,166,179,187
2021-08-31,Sarawak,Limbang Prison,1358,1269,89,622,542,194,773,182,197,206
2021-08-31,Johor,Simpang Renggam Prison,3686,3444,242,1688,1472,526,2098,496,535,557
2021-08-31,Johor,Kluang Prison,4696,4388,308,2151,1876,669,2673,632,682,709
2021-08-31,Sabah,Kota Kinabalu Prison,1646,1538,108,754,657,235,937,221,239,249
2021-08-31,Sabah,Kota Kinabalu Women's Prison,1178,0,1178,539,470,169,670,158,171,179
2021-08-31,Sabah,Tawau Prison,1997,1866,131,914,797,286,1136,268,290,303
2021-08-31,Sabah,Sandakan Prison,1465,1369,96,671,585,209,834,197,212,222
2021-08-31,Perak,Taiping Prison,2095,1957,138,959,836,300,1192,281,304,318
2021-08-31,Perak,Tapah Prison,1466,1369,97,671,585,210,834,197,213,222
2021-08-31,Perak,Kamunting Detention Centre,630,588,42,288,251,91,358,84,91,97
2021-08-31,Kedah,Pokok Sena Prison,934,872,62,427,373,134,531,125,135,143
2021-08-31,Kedah,Sungai Petani Prison,1108,1035,73,507,442,159,630,149,160,169
